post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47648438,Common drug tests lead to tens of thousands wrongful arrests a year,science,123,103,rawgabbit,2026-04-08 09:22:56,0.8306451612903226,False
47681274,Bitcoin and quantum computing,science,117,76,nehan,2026-04-08 09:22:56,0.6440677966101694,False
47656303,Case study: recovery of a corrupted 12 TB multi-device pool,science,116,64,salt4034,2026-04-08 09:22:56,0.5470085470085471,False
47627217,Running Out of Disk Space in Production,science,92,40,romes,2026-04-08 09:22:56,0.43010752688172044,False
47629485,A case study in testing with 100+ Claude agents in parallel,science,66,54,thejash,2026-04-08 09:22:56,0.8059701492537313,False
47665207,SOM: A minimal Smalltalk for teaching of and research on Virtual Machines,science,53,0,tosh,2026-04-08 09:22:56,0.0,False
47641277,A new gene therapy is giving people born deaf the chance to hear,science,52,7,bilsbie,2026-04-08 09:22:56,0.1320754716981132,False
47628163,Boneyard: Generate pixel-perfect skeleton screens from your real DOM,science,25,12,steveharing1,2026-04-08 09:22:56,0.46153846153846156,False
47611993,VR Realizes the Cyberspace Metaphor,science,17,17,dryadin,2026-04-08 09:22:56,0.9444444444444444,False
47681938,A DNA Archive Built to Identify Missing Migrants Has Vanished,science,7,0,EA-3167,2026-04-08 09:22:56,0.0,False
47663650,NASA's Artemis II Crew Flies Around the Moon (Official Broadcast) [video],science,6,1,gwbas1c,2026-04-08 09:22:56,0.14285714285714285,False
47612601,"Sweden goes back to basics, swapping screens for books in the classroom",entertainment,902,432,novaRom,2026-04-08 09:22:56,0.47840531561461797,True
47625952,Show HN: I built a frontpage for personal blogs,entertainment,780,194,ramkarthikk,2026-04-08 09:22:56,0.24839948783610755,True
47633947,The FAA’s flight restriction for drones is an attempt to criminalize filming ICE,entertainment,552,181,detaro,2026-04-08 09:22:56,0.32730560578661844,True
47664186,"Battle for Wesnoth: open-source, turn-based strategy game",entertainment,511,153,akyuu,2026-04-08 09:22:56,0.298828125,True
47666024,Show HN: Ghost Pepper – Local hold-to-talk speech-to-text for macOS,entertainment,424,189,MattHart88,2026-04-08 09:22:56,0.4447058823529412,True
47655392,Show HN: I made a YouTube search form with advanced filters,entertainment,315,201,nevernothing,2026-04-08 09:22:56,0.6360759493670886,True
47656501,The 1987 game “The Last Ninja” was 40 kilobytes,entertainment,296,184,keepamovin,2026-04-08 09:22:56,0.6195286195286195,True
47660853,Book review: There Is No Antimemetics Division,entertainment,273,205,ibobev,2026-04-08 09:22:56,0.7481751824817519,False
47673360,Show HN: Brutalist Concrete Laptop Stand (2024),entertainment,221,105,sam-bee,2026-04-08 09:22:56,0.47297297297297297,False
47630109,Firm boosts H.264 streaming license fees from $100k up to staggering $4.5M,entertainment,193,75,MaximilianEmel,2026-04-08 09:22:56,0.3865979381443299,False
47642601,Show HN: M. C. Escher spiral in WebGL inspired by 3Blue1Brown,entertainment,173,30,laszlokorte,2026-04-08 09:22:56,0.1724137931034483,False
47639567,Show HN: TurboQuant-WASM – Google's vector quantization in the browser,entertainment,164,6,teamchong,2026-04-08 09:22:56,0.03636363636363636,False
47621438,Show HN: Made a little Artemis II tracker,entertainment,153,61,codingmoh,2026-04-08 09:22:56,0.3961038961038961,False
47606560,"Show HN: Dull – Instagram Without Reels, YouTube Without Shorts (iOS)",entertainment,152,121,kasparnoor,2026-04-08 09:22:56,0.7908496732026143,False
47673394,"Show HN: Stop paying for Dropbox/Google Drive, use your own S3 bucket instead",entertainment,148,125,Zm44,2026-04-08 09:22:56,0.8389261744966443,False
47680309,Show HN: Gemma 4 Multimodal Fine-Tuner for Apple Silicon,entertainment,137,20,MediaSquirrel,2026-04-08 09:22:56,0.14492753623188406,False
47645025,Show HN: Contrapunk – Real-time counterpoint harmony from guitar input,entertainment,118,54,waveywaves,2026-04-08 09:22:56,0.453781512605042,False
47681112,Show HN: An interactive map of Tolkien's Middle-earth,entertainment,115,22,frasermarlow,2026-04-08 09:22:56,0.1896551724137931,False
47612321,Show HN: I built a DNS resolver from scratch in Rust – no DNS libraries,entertainment,114,66,rdme,2026-04-08 09:22:56,0.5739130434782609,False
47637828,Show HN: Tusk for macOS and Gnome,entertainment,110,38,factorialboy,2026-04-08 09:22:56,0.34234234234234234,False
47641615,Sopwith – 1984 Game (2000),entertainment,98,42,elvis70,2026-04-08 09:22:56,0.42424242424242425,False
47636579,Show HN: Anos – a hand-written ~100KiB microkernel for x86-64 and RISC-V,entertainment,96,27,noone_youknow,2026-04-08 09:22:56,0.27835051546391754,False
47646504,Show HN: OsintRadar – Curated directory for osint tools,entertainment,83,9,lexalizer,2026-04-08 09:22:56,0.10714285714285714,False
47612277,Almighty Lisp: Lisp and Emacs Essentials Book,entertainment,79,4,nemoniac,2026-04-08 09:22:56,0.05,False
47682098,Ex-Meta worker investigated for downloading 30k private Facebook photos,entertainment,77,30,1659447091,2026-04-08 09:22:56,0.38461538461538464,False
